type,mean_1,stddev_1,mean_2,stddev_2,results,time,age,gender,smoker,background,date,condition,ID
Control,9,1.0,9,1.0,2,9.458,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Control,9,1.0,7,1.0,4,9.354,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Control,9,1.0,8,1.0,3,10.381,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Control,8,1.0,9,1.0,3,12.465,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Experimental,9,3.0,7,1.0,2,12.43,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Experimental,9,0.4,7,1.0,4,11.744,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Experimental,8,3.0,8,1.0,4,19.952,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Experimental,8,3.0,7,1.0,3,10.094,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Diversion,9,1.0,9,0.4,1,6.63,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Experimental,7,0.4,7,1.0,2,9.805,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Experimental,9,0.4,9,1.0,2,8.896,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Control,8,1.0,7,1.0,2,8.079,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Experimental,7,3.0,8,1.0,2,8.148,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Experimental,9,3.0,8,1.0,2,10.566,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Experimental,7,3.0,9,1.0,2,12.322,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Experimental,8,0.4,8,1.0,3,7.892,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Experimental,8,3.0,9,1.0,2,7.749,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Experimental,8,0.4,7,1.0,3,8.654,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Experimental,9,0.4,8,1.0,2,7.599,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Control,8,0.4,7,1.0,3,0.0,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Control,9,0.4,8,1.0,2,0.0,25,gender_male,smoker_no,Law,2014-10-21,S1,36
Experimental,8,3.0,8,1.0,1,3.169,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Control,8,1.0,9,1.0,2,6.793,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Experimental,9,3.0,9,1.0,2,10.189,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Experimental,8,3.0,9,1.0,4,13.161,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Experimental,7,0.4,9,1.0,1,12.994,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Experimental,9,3.0,7,1.0,2,9.467,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Diversion,7,1.0,7,0.4,1,14.735,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Control,8,1.0,9,1.0,4,14.02,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Experimental,7,3.0,9,1.0,4,12.599,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Experimental,7,3.0,7,1.0,3,14.275,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Experimental,7,0.4,8,1.0,4,16.471,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Experimental,8,3.0,7,1.0,4,15.918,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Control,9,1.0,8,1.0,4,16.536,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Control,8,1.0,8,1.0,3,18.809,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Experimental,9,3.0,8,1.0,4,13.249,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Experimental,7,3.0,8,1.0,2,15.121,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Experimental,8,0.4,7,1.0,0,0.0,21,gender_female,smoker_no,Economics,0000-00-00,S1,37
Experimental,9,0.4,7,1.0,4,8.682,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Control,7,1.0,8,1.0,3,11.573,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Experimental,9,0.4,8,1.0,4,11.179,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Experimental,8,0.4,8,1.0,2,10.812,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Experimental,8,0.4,9,1.0,3,12.021,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Diversion,7,1.0,7,0.4,2,9.812,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Experimental,9,0.4,9,1.0,4,7.247,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Experimental,7,0.4,7,1.0,3,8.365,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Control,9,0.4,9,1.0,4,0.0,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Control,7,0.4,7,1.0,3,0.0,21,gender_female,smoker_no,Economics,2014-10-21,S1,37
Diversion,8,1.0,8,0.4,1,9.61,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,8,0.4,9,1.0,3,9.743,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Control,9,1.0,8,1.0,4,9.289,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,9,0.4,7,1.0,4,12.067,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,7,0.4,8,1.0,3,10.701,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,8,3.0,9,1.0,3,9.361,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,7,3.0,7,1.0,4,12.721,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,7,0.4,7,1.0,4,6.55,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,7,3.0,9,1.0,3,8.304,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Control,7,1.0,8,1.0,3,9.456,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,9,0.4,9,1.0,4,10.399,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,8,0.4,7,1.0,3,15.298,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,7,0.4,9,1.0,4,6.698,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,9,3.0,7,1.0,4,8.717,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Control,9,1.0,8,1.0,3,5.368,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Control,9,1.0,8,1.0,4,7.783,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,9,3.0,8,1.0,3,10.722,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,8,0.4,8,1.0,4,11.23,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,8,3.0,8,1.0,4,8.156,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Control,8,1.0,8,1.0,4,8.644,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,7,3.0,8,1.0,4,5.166,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,8,3.0,7,1.0,3,5.643,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,9,0.4,8,1.0,4,3.783,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Diversion,8,1.0,8,3.0,5,3.39,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,9,3.0,9,1.0,4,4.702,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Control,8,1.0,8,3.0,5,0.0,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Control,9,3.0,9,1.0,4,0.0,19,gender_female,smoker_no,Psychology and Marketing,2014-10-21,S1,38
Experimental,9,0.4,7,1.0,4,11.355,19,gender_female,smoker_no,CS,2014-10-21,S1,39
Control,8,1.0,9,1.0,4,8.75,19,gender_female,smoker_no,CS,2014-10-21,S1,39
